RID,IP_repeat_group,START,DATETIME.UTC,speeder_flag,metadata_flag,DURATION,consent,Consent_2,Q1Age,Q2Gender,Q3Country,Q4Urban,Q5Ethnicity,Q8Postcode,Q6Occupation,Q7Income,Q10Insect_Species1,Q10Insect_Species2,Q10Insect_Species3,Q9Insect_Word1,Q9Insect_Word2,Q9Insect_Word3,BackgroundInfo_Check,Q11OpinionOnInsectPopulations_1,Q11OpinionOnInsectPopulations_2,Q12InsectIDQuiz_1,Q12InsectIDQuiz_2,Q12InsectIDQuiz_3,Q12InsectIDQuiz_4,Q12InsectIDQuiz_5,Q12InsectIDQuiz_6,Q12InsectIDQuiz_DV_1,Q12InsectIDQuiz_DV_2,Q12InsectIDQuiz_DV_3,Q12InsectIDQuiz_DV_4,Q12InsectIDQuiz_DV_5,Q12InsectIDQuiz_DV_6,Q12InsectIDQuizFollowUp_1,Q12InsectIDQuizFollowUp_2,CE_Info_Check,CE_Task_Plan_Check_1,CE_Task_Insect_Check_1,CE_Task_A1_Check_1,CE_Task_A2_Check_1,CE_Task_A3_Check_1,CE_Task_A4_Check_1,CE_Task_A5_Check_1,CE_ConfirmYouHaveReadDescs,CE_TasksConsequentiality_1,CE_TasksConsequentiality_2,CE_BlockAllocator,design_offset_old,design_offset,BidVectorElicitation_Randomiser,CE_1_DV,CE_2_DV,CE_3_DV,CE_4_DV,CE_5_DV,CE_6_DV,CE_7_DV,CE_8_DV,CE_9_DV,Q29CEProtest_Statements,Q29CEProtest_Other,CE_Debrief_Certain,CE_Debrief_Confident,CE_ANA_1,CE_ANA_2,CE_ANA_3,CE_ANA_4,CE_ANA_5,Biowell_Beetle1_Item1_Relaxed,Biowell_Beetle1_Item2_Joy,Biowell_Beetle1_Item3_Clear,Biowell_Beetle1_Item4_Open,Biowell_Beetle1_Item5_Connect,Biowell_Bee1_Item1_Relaxed,Biowell_Bee1_Item2_Joy,Biowell_Bee1_Item3_Clear,Biowell_Bee1_Item4_Open,Biowell_Bee1_Item5_Connect,Biowell_Wasp1_Item1_Relaxed,Biowell_Wasp1_Item2_Joy,Biowell_Wasp1_Item3_Clear,Biowell_Wasp1_Item4_Open,Biowell_Wasp1_Item5_Connect,Biowell_Beetle2_Item1_Relaxed,Biowell_Beetle2_Item2_Joy,Biowell_Beetle2_Item3_Clear,Biowell_Beetle2_Item4_Open,Biowell_Beetle2_Item5_Connect,Biowell_Bee2_Item1_Relaxed,Biowell_Bee2_Item2_Joy,Biowell_Bee2_Item3_Clear,Biowell_Bee2_Item4_Open,Biowell_Bee2_Item5_Connect,Biowell_Wasp2_Item1_Relaxed,Biowell_Wasp2_Item2_Joy,Biowell_Wasp2_Item3_Clear,Biowell_Wasp2_Item4_Open,Biowell_Wasp2_Item5_Connect,Biowell_Beetle3_Item1_Relaxed,Biowell_Beetle3_Item2_Joy,Biowell_Beetle3_Item3_Clear,Biowell_Beetle3_Item4_Open,Biowell_Beetle3_Item5_Connect,Biowell_Bee3_Item1_Relaxed,Biowell_Bee3_Item2_Joy,Biowell_Bee3_Item3_Clear,Biowell_Bee3_Item4_Open,Biowell_Bee3_Item5_Connect,Biowell_Wasp3_Item1_Relaxed,Biowell_Wasp3_Item2_Joy,Biowell_Wasp3_Item3_Clear,Biowell_Wasp3_Item4_Open,Biowell_Wasp3_Item5_Connect,Biowell_Debrief_BeetlesCertain,Biowell_Debrief_BeeCertain,Biowell_Debrief_WaspCertain,Sliding_Beetles_Encounter,Sliding_Beetles_Ecology,Sliding_Beetles_Conserved,Sliding_Beetles_Important,Sliding_Bees_Encounter,Sliding_Bees_Conserved,Sliding_Bees_Ecology,Sliding_Bees_Important,Sliding_Wasps_Encounter,Sliding_Wasps_Conserved,Sliding_Wasps_Ecology,Sliding_Wasps_Important,Visit_Child,Visit_Teen,Visit_Adult,Q41_FreqOfVisitGreenSpace_1,Q41_FreqOfVisitBlueSpace_1,Q41_WalkTimeToGreenSpace,Q41_WalkTimeToBlueSpace,Q42_Charity,Q43_Citizen,Q44_Sight,Q45_Garden,Q46_Farm,Q47_Fish,Q48_Education,QDiscounting_1,QDiscounting_2,QDiscounting_3,QDiscounting_4,QDiscounting_5,QDiscounting_6,QDiscounting_7,Q50_Understanding,FurtherComments,SurveyCompletionTime,Speeders_Survey_Threshold,Slowers_Survey_Threshold,Speeders_Survey_TestDummy,Slowers_Survey_TestDummy,Valuation_Start,Valuation_Finish,Valuation_CompletionTime,Speeders_Valuation_Threshold,Slowers_Valuation_Threshold,Speeders_Valuation_TestDummy,Slowers_Valuation_TestDummy,ClassDummy,EmployDummy_Retired,EmployDummy_Employed,IncomeMidpoints,Income_MissingDummy,AgeGroup,Dummy_HighEducation,Age_1829Dummy,Age_3044Dummy,Age_4560Dummy,Age_60Dummy,AgeGroup_Numeric,IncomeMidpoints_PlusMissing,Income_Dummy,Q5Ethnicity_Dummy,Q12InsectIDQuiz_DV_1_Dummy,Q12InsectIDQuiz_DV_2_Dummy,Q12InsectIDQuiz_DV_3_Dummy,Q12InsectIDQuiz_DV_4_Dummy,Q12InsectIDQuiz_DV_5_Dummy,Q12InsectIDQuiz_DV_6_Dummy,Q12InsectIDQuiz_Score,Q12InsectIDQuiz_DV_6_ScoreScaled,CE_ANA_None,CE_ANA_All,Protest_Labelled,Protest_True,Biowell_Beetle1_Mean,Biowell_Beetle2_Mean,Biowell_Beetle3_Mean,Biowell_Bee1_Mean,Biowell_Bee2_Mean,Biowell_Bee3_Mean,Biowell_Wasp1_Mean,Biowell_Wasp2_Mean,Biowell_Wasp3_Mean,Overall,Age_Dummy,Female_dummy,Q3Country_Wales,Q3Country_Scotland,Dummy_Speeders,Visit_Green_Never,Visit_Blue_Never,Visit_Green_Always,Visit_Blue_Always,first_switch_task,always_chose_oneMonth,always_chose_oneYear,DiscountRate,DiscountRate_TextCategory,DiscountRate_Scaled
1224,,1729533938.29598,2024-10-21T18:05:38.296Z,,,726.264,1,,26,1,1,0,1,Anonymised,8,3,Spider,Fly,Dragonfly,Scary,gross,Annoying,1,2,3,4,5,3,3,2,4,Wasp: correct,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,4,2,1,3,4,5,5,5,5,5,1,4,4,2,2,9,1,2,2,3,2,3,3,2,3,2,,"",53,75,2,1,1,1,1,52,59,72,71,65,53,62,51,36,60,58,54,78,58,64,54,33,57,65,76,67,59,55,59,78,55,36,26,68,71,58,27,64,78,77,62,53,80,78,29,55,26,61,58,27,67,28,34,68,40,67,63,52,91,58,22,77,20,21,25,29,31,70,2,4,3,2,1,1,1,0,1,1,4,2,2,2,2,2,2,1,66,Anonymised,726.264,449.23296,1385.13496,1,1,437.491281986237,547.616828918457,110.12554693222,123.797855987549,381.71005596161,0,1,1,0,1,1750.5,0,18-29,0,1,0,0,0,23.5,1750.5,0,1,1,0,1,1,1,0,4,66.67,0,0,"",1,36.2,43,39.2,47.6,36.4,39.6,37.6,48.8,54.6,42.5555555555556,0,1,0,0,1,0,0,0,0,1,FALSE,FALSE,5.26,Normal,0.00276842105263158
1255,,1729534152.17557,2024-10-21T18:09:12.176Z,,,515.502,1,,24,1,1,1,1,Anonymised,10,6,Spider,Bugs,Flys,Bugs,Flys,Spiders,1,3,5,4,4,3,1,2,2,Wasp: correct,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,Bee: correct,3,4,1,3,3,3,3,3,4,2,1,3,4,2,2,9,1,1,2,3,3,2,1,1,3,2,,"",64,46,1,1,2,1,1,86,21,56,59,98,90,81,68,11,89,62,64,28,77,57,64,66,33,62,86,66,62,69,63,68,14,12,69,50,19,89,79,58,11,62,63,34,66,28,38,31,66,59,60,59,70,24,55,95,59,64,66,62,62,29,67,60,40,71,61,84,53,56,2,3,5,3,0,0,0,0,1,1,4,1,1,2,2,1,1,1,79,Anonymised,515.502,449.23296,1385.13496,1,1,174.75081205368,298.848262071609,124.097450017929,123.797855987549,381.71005596161,1,1,1,0,1,3250.5,0,18-29,0,1,0,0,0,23.5,3250.5,1,1,1,1,1,0,1,1,5,83.33,0,0,"",1,36,37.8,40.2,32.2,34.4,54.2,42.4,67.2,45,43.2666666666667,0,1,0,0,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
1200,,1729533844.3836,2024-10-21T18:04:04.384Z,,,826.704,1,,26,1,3,1,15,Anonymised,10,9,Cockroach,Housefly,Bee,Scary,Hatred,Fascinating,1,5,5,1,5,3,5,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,Wasp: incorrect,2,4,1,4,5,5,4,5,5,5,1,3,5,2,2,9,2,2,3,1,3,1,3,3,2,3,,"",93,40,1,1,2,1,2,71,100,20,26,67,93,100,94,62,72,100,73,27,21,88,63,67,17,60,61,37,3,13,12,75,87,64,60,62,57,61,59,59,66,63,14,13,11,23,17,63,60,72,65,76,32,27,100,13,94,69,11,16,93,98,15,8,6,100,28,98,20,24,6,4,1,2,1,0,1,1,1,1,5,1,1,1,1,1,2,2,89,Anonymised,826.704,449.23296,1385.13496,1,1,238.377629041672,473.599143981934,235.221514940262,123.797855987549,381.71005596161,1,1,1,0,1,6001,0,18-29,1,1,0,0,0,23.5,6001,1,0,0,0,1,0,1,0,2,33.33,0,0,"",1,43.2,46.4,38.4,15.8,72,84.4,38.2,34,32.8,45.0222222222222,0,1,1,0,0,0,0,0,0,6,FALSE,FALSE,1900,High,1
1221,,1729533928.61702,2024-10-21T18:05:28.617Z,,,747.134,1,,30,1,2,0,1,Anonymised,2,7,Bug,Creepy crawler,Spider,Spider,Beetle,Creepy crawler,1,4,3,1,3,3,3,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,4,4,1,4,4,4,4,4,3,4,1,4,4,2,2,9,3,2,2,2,1,1,2,1,2,1,,"",86,84,1,1,1,1,1,51,52,52,53,52,19,20,22,23,23,85,70,68,69,67,52,54,56,56,57,25,24,23,23,19,75,73,77,74,71,48,50,49,51,51,19,18,18,17,19,71,67,70,72,67,88,94,100,72,66,67,36,68,100,92,30,32,37,32,69,100,70,80,6,4,1,2,1,1,1,0,1,1,5,1,1,2,2,2,2,2,100,Anonymised,747.134,449.23296,1385.13496,1,1,180.043369054794,410.444679021835,230.401309967041,123.797855987549,381.71005596161,1,1,0,0,0,3750.5,0,30-44,1,0,1,0,0,37,3750.5,1,1,0,0,1,1,1,1,4,66.67,0,1,"",1,48,45,50.2,78.6,77.2,81.8,28.2,26,30.6,51.7333333333333,0,1,0,1,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
1051,,1729533330.53661,2024-10-21T17:55:30.537Z,,,1352.448,1,,25,1,2,0,1,Anonymised,1,5,Beetle,Ant,Caterpillar,Bug,Small,Garden,1,4,4,4,3,1,3,2,2,Wasp: correct,Beetle: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Bee: correct,4,4,1,4,4,4,3,3,3,3,1,4,4,1,1,0,3,1,2,2,3,3,1,3,3,2,,"",62,57,1,1,1,1,1,88,82,84,68,83,72,57,50,49,61,100,100,100,84,86,68,65,48,53,47,51,49,51,50,50,71,78,73,75,77,50,50,50,53,50,49,33,51,50,48,84,50,51,53,50,59,77,87,50,0,49,50,78,100,90,27,69,50,28,50,92,73,100,6,4,2,1,1,1,1,0,1,1,4,1,1,2,2,2,2,2,50,Anonymised,1352.448,449.23296,1385.13496,1,1,307.715624094009,786.9348051548,479.219181060791,123.797855987549,381.71005596161,1,0,0,0,0,2750.5,0,18-29,0,1,0,0,0,23.5,2750.5,0,1,1,0,0,1,1,1,4,66.67,0,1,"",1,19,43.8,49.4,42.2,49.8,53.8,6,25.2,42.4,36.8444444444444,0,1,0,1,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
1210,,1729533857.807,2024-10-21T18:04:17.807Z,,,829.3,1,,31,2,1,1,1,Anonymised,9,9,Ant,Butterfly,Bee,Innovative,Beautiful,Lovely,1,3,3,2,2,1,1,2,3,Bee: incorrect,Bee: incorrect,Ant: incorrect,Ant: incorrect,Bee: correct,Beetle: correct,4,3,1,4,4,4,4,4,4,4,1,4,4,1,1,0,3,2,2,2,2,3,3,3,1,2,,"",70,81,1,1,1,1,1,34,50,41,52,74,50,50,40,50,89,50,50,50,50,85,50,50,50,50,86,50,50,41,79,91,36,46,41,44,78,50,50,50,63,31,50,50,44,44,30,50,50,50,72,28,68,68,36,70,72,80,75,39,66,76,99,59,50,50,50,33,41,92,2,2,4,5,0,1,0,0,0,1,6,1,1,1,1,1,1,1,84,Anonymised,829.3,449.23296,1385.13496,1,1,233.680984973907,381.36656498909,147.685580015183,123.797855987549,381.71005596161,1,1,1,0,1,6001,0,30-44,1,0,1,0,0,37,6001,1,1,0,0,0,0,1,1,2,33.33,0,1,"",1,49.8,42.8,51.2,44.2,37.8,56.4,43,51,50,47.3555555555556,0,0,0,0,0,0,0,0,0,,TRUE,FALSE,1000,AlwaysToday,0.526315789473684
1244,,1729534106.04275,2024-10-21T18:08:26.043Z,,,585.138,1,,33,2,1,1,1,Anonymised,9,5,Febreez,Lynx,Feeb,Scent,Fresh,Clean,1,1,1,4,3,1,2,2,5,Wasp: correct,Beetle: incorrect,Ant: incorrect,Bee: incorrect,Bee: correct,I don’t know: incorrect,4,3,1,4,4,5,5,5,5,4,1,4,2,1,1,0,3,1,2,1,2,2,2,1,2,1,,"",55,31,1,2,1,1,1,30,35,62,63,64,56,42,31,57,31,58,63,37,32,24,37,55,57,32,52,32,61,62,55,59,32,59,60,37,53,42,57,35,35,31,56,64,60,62,27,57,61,38,61,43,57,39,60,62,42,59,38,61,41,59,62,63,40,61,35,57,37,57,2,2,5,5,0,1,1,0,0,1,5,2,2,1,2,2,1,2,61,Anonymised,585.138,449.23296,1385.13496,1,1,225.900944232941,340.189234018326,114.288289785385,123.797855987549,381.71005596161,0,1,1,0,1,2750.5,0,30-44,1,0,1,0,0,37,2750.5,0,1,1,0,0,0,1,0,2,33.33,0,0,"",1,49.2,53.4,60,56.6,46.2,46.2,57.2,51.8,48,52.0666666666667,0,0,0,0,1,0,0,0,0,1,FALSE,FALSE,5.26,Normal,0.00276842105263158
1274,,1729534176.24157,2024-10-21T18:09:36.242Z,,,518.021,1,,24,2,1,0,4,Anonymised,5,3,beetle,wasp,dragonfly,alert,spooked,nervous,1,5,4,4,2,3,1,2,2,Wasp: correct,Bee: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Bee: correct,5,2,1,5,5,5,5,5,5,5,1,5,5,1,1,0,1,2,1,1,2,1,2,2,2,1,,"",99,88,1,1,1,1,1,88,60,64,67,66,91,82,81,82,81,97,85,78,79,95,84,74,77,79,75,81,20,81,77,86,77,78,81,81,89,97,16,12,10,11,79,12,12,12,10,92,1,8,4,7,95,6,9,28,64,72,5,93,90,86,9,80,0,96,1,98,97,88,3,3,4,2,1,1,1,0,1,1,2,1,1,1,1,1,2,2,76,Anonymised,518.021,449.23296,1385.13496,1,1,145.283060073853,250.356416940689,105.073356866836,123.797855987549,381.71005596161,0,1,0,0,1,1750.5,0,18-29,0,1,0,0,0,23.5,1750.5,0,1,1,0,1,0,1,1,4,66.67,0,1,"",1,31,22.2,70.8,16.6,31,75,13.2,18.8,77.6,39.5777777777778,0,0,0,0,1,0,0,0,0,6,FALSE,FALSE,1900,High,1
1188,,1729533804.13153,2024-10-21T18:03:24.132Z,,,896.645,1,,36,2,1,0,1,Anonymised,6,7,Caterpillar,Ant,Slug,Creepy,Crawl,Itch,1,1,1,4,5,3,3,2,4,Wasp: correct,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,1,3,1,4,4,4,4,4,4,4,1,3,1,2,2,9,2,2,2,2,1,1,2,2,2,1,,"",100,58,1,1,1,1,1,71,38,62,37,47,59,63,35,32,30,78,50,38,53,58,75,36,34,35,37,85,32,33,38,35,81,34,50,50,50,50,40,50,63,61,64,69,75,74,50,71,47,37,38,27,47,36,44,50,41,80,25,34,90,16,14,25,78,13,26,100,93,63,3,2,2,6,1,1,1,0,1,1,4,2,2,2,2,2,2,2,50,Anonymised,896.645,449.23296,1385.13496,1,1,241.313016891479,480.242876052856,238.929859161377,123.797855987549,381.71005596161,1,1,1,0,1,3750.5,0,30-44,0,0,1,0,0,37,3750.5,1,1,1,0,1,1,1,0,4,66.67,0,1,"",1,49,56.6,47.2,56.2,55.4,33.6,44.6,47,56,49.5111111111111,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,0,AlwaysTomorrow,0
1294,,1729534199.91746,2024-10-21T18:09:59.917Z,,,505.016,1,,34,2,1,1,1,Anonymised,5,2,Ant,Bettle,Cockroach,Oooo,Small,Shelly,1,4,5,4,3,1,3,2,4,Wasp: correct,Beetle: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Wasp: incorrect,5,5,1,5,5,5,5,5,5,5,1,5,5,2,2,9,3,3,3,3,3,3,3,3,3,3,5,"",100,100,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,6,3,3,0,0,0,0,0,0,2,2,2,2,2,2,2,2,100,Anonymised,505.016,449.23296,1385.13496,1,1,232.27915096283,334.413001060486,102.133850097656,123.797855987549,381.71005596161,0,1,0,0,1,1250.5,0,30-44,0,0,1,0,0,37,1250.5,0,1,1,0,0,1,1,0,3,50,0,1,I would prefer there to be no change in the plan.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,FALSE,TRUE,0,AlwaysTomorrow,0
1080,,1729533375.16754,2024-10-21T17:56:15.168Z,,,1331.067,1,,27,2,1,1,1,Anonymised,9,8,Bug,Fly,Cockroach,Fly,Bug,Cockroach,1,5,5,1,4,1,1,2,4,Ant: incorrect,Wasp: correct,Ant: incorrect,Ant: incorrect,Bee: correct,Wasp: incorrect,5,2,1,5,5,5,5,5,5,5,1,5,5,2,2,9,3,3,3,3,3,3,3,3,3,3,3,"",100,100,2,1,1,1,1,79,78,79,78,99,84,84,84,78,100,83,82,83,82,99,86,86,86,85,99,87,87,87,99,86,81,83,83,82,99,87,88,88,87,99,87,84,87,87,98,88,87,87,88,96,99,99,99,17,22,21,92,15,84,72,20,20,20,21,79,79,79,82,4,2,3,3,1,1,1,0,1,1,4,1,1,1,1,2,2,2,100,Anonymised,1331.067,449.23296,1385.13496,1,1,155.915493965149,1021.40804195404,865.492547988891,123.797855987549,381.71005596161,1,0,1,0,1,5000.5,0,18-29,0,1,0,0,0,23.5,5000.5,1,1,0,1,0,0,1,0,2,33.33,0,0,The proposed plan is not worth the cost.,0,17.4,11.6,10.2,14,10.8,11.4,14.2,14.4,10.8,12.7555555555556,0,0,0,0,0,0,0,0,0,5,FALSE,FALSE,700,High,0.368421052631579
1159,,1729533716.52358,2024-10-21T18:01:56.524Z,,,991.462,1,,49,2,1,0,1,Anonymised,6,8,Spider,Fly,Wasp,Spider,Fly,Wasp,1,5,4,1,4,3,3,2,4,Ant: incorrect,Wasp: correct,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,4,4,1,4,3,4,4,3,4,3,1,4,4,2,2,9,2,1,2,2,1,2,1,2,1,2,,"",59,60,1,2,2,1,1,34,35,35,34,30,15,17,23,31,12,61,36,36,36,34,32,30,30,28,27,19,19,25,24,21,59,37,23,17,14,16,18,16,23,14,17,14,16,19,12,35,24,22,23,17,80,88,63,79,79,82,27,76,100,100,0,85,84,71,24,90,91,100,6,4,1,5,1,1,1,0,1,1,4,1,1,2,1,2,2,2,69,Anonymised,991.462,449.23296,1385.13496,1,1,218.958343029022,547.539309978485,328.580966949463,123.797855987549,381.71005596161,1,1,1,0,1,5000.5,0,45-60,0,0,0,1,0,52.5,5000.5,1,1,0,1,1,1,1,0,4,66.67,0,0,"",1,66.4,70.6,82.6,80.4,78.4,84.4,59.4,70,75.8,74.2222222222222,1,0,0,0,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
1169,,1729533746.63596,2024-10-21T18:02:26.636Z,,,966.117,1,,30,2,1,1,15,Anonymised,8,7,Termite,Bed bug,Cockroach,Termite,Bed bug,Cockroach,1,5,5,5,2,1,5,5,5,I don’t know: incorrect,Bee: incorrect,Ant: incorrect,I don’t know: incorrect,I don’t know: incorrect,I don’t know: incorrect,3,2,1,3,3,3,3,3,3,3,1,3,3,2,2,9,3,2,2,1,1,2,2,2,1,1,,"",98,91,1,1,1,1,2,81,68,79,31,70,59,71,57,66,59,67,73,85,68,37,61,65,81,71,82,81,85,89,86,49,41,65,80,74,54,76,95,95,92,92,89,79,91,82,91,95,82,88,94,91,81,89,88,25,74,77,39,34,65,70,35,82,65,72,47,43,62,87,3,3,3,6,1,1,1,0,1,1,6,1,1,2,2,2,2,2,90,Anonymised,966.117,449.23296,1385.13496,1,1,336.984930992126,503.694770812988,166.709839820862,123.797855987549,381.71005596161,1,1,1,0,1,3750.5,0,30-44,1,0,1,0,0,37,3750.5,1,0,0,0,0,0,0,0,0,0,0,0,"",1,34.2,28,10,37.6,22,13.6,34,37.2,10,25.1777777777778,0,0,0,0,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
1219,,1729533921.15044,2024-10-21T18:05:21.150Z,,,807.019,1,,52,2,1,1,4,Anonymised,9,3,bee,aunt,spider,fascinating,intriguing,interesteing,1,4,4,5,5,3,5,2,5,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,I don’t know: incorrect,4,4,1,4,3,3,3,3,3,3,1,2,4,2,2,9,1,2,2,2,2,2,2,2,1,1,,"",50,19,1,1,1,1,2,50,25,26,50,50,71,22,50,50,50,50,25,50,50,50,24,22,50,50,50,25,13,46,50,50,19,50,50,50,50,26,24,50,50,50,19,19,50,50,50,25,13,50,50,50,50,50,50,17,31,84,19,28,91,80,14,16,88,25,19,70,40,11,4,4,4,5,1,1,1,1,1,1,6,1,1,1,1,1,2,2,77,Anonymised,807.019,449.23296,1385.13496,1,1,162.767457962036,414.979794979095,252.212337017059,123.797855987549,381.71005596161,1,1,1,0,1,1750.5,0,45-60,1,0,0,1,0,52.5,1750.5,0,1,0,0,1,0,1,0,2,33.33,0,0,"",1,59.8,60.8,60,51.4,63.2,62.4,55,56.2,62.4,59.0222222222222,1,0,0,0,0,0,0,0,0,6,FALSE,FALSE,1900,High,1
1339,,1729534326.33785,2024-10-21T18:12:06.338Z,,,413.822,1,,29,2,1,1,1,Anonymised,5,5,Bug,Ant,Fle,Ok,Small,Tiny,1,4,4,1,3,1,1,2,4,Ant: incorrect,Beetle: incorrect,Ant: incorrect,Ant: incorrect,Bee: correct,Wasp: incorrect,4,4,1,5,5,5,5,5,5,5,1,5,5,1,1,0,2,3,3,3,3,3,3,3,3,3,3,"",75,84,1,1,1,1,1,70,88,82,73,80,68,62,30,76,67,61,72,32,70,67,66,61,73,61,63,22,70,22,23,63,63,79,73,25,73,27,69,65,60,58,60,62,63,59,62,69,62,71,80,67,16,82,90,65,78,78,77,67,92,59,72,71,77,71,82,68,71,72,3,5,5,4,1,1,1,0,1,1,3,1,1,1,2,1,2,2,70,Anonymised,413.822,449.23296,1385.13496,0,1,133.640781879425,240.267511844635,106.62672996521,123.797855987549,381.71005596161,0,1,0,0,1,2750.5,0,18-29,0,1,0,0,0,23.5,2750.5,0,1,0,0,0,0,1,0,1,16.67,0,1,The proposed plan is not worth the cost.,0,21.4,35.2,44.2,39.4,60,38.8,39.6,37.4,30.2,38.4666666666667,0,0,0,0,1,0,0,0,0,4,FALSE,FALSE,300,High,0.157894736842105
1308,,1729534231.49998,2024-10-21T18:10:31.500Z,,,512.118,1,,38,2,1,1,1,Anonymised,9,9,Fly,Ant,Bee,Ant,Bee,Fly,1,4,4,1,1,1,3,2,4,Ant: incorrect,Ant: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Wasp: incorrect,4,3,1,4,4,4,4,4,4,4,1,4,5,2,2,9,3,2,1,2,2,2,2,2,2,2,,"",81,74,1,1,1,1,1,74,75,66,70,75,80,78,30,44,43,74,72,35,39,76,78,75,34,37,65,88,30,76,76,77,78,20,35,38,33,64,34,41,35,26,65,33,35,33,36,21,32,36,35,40,85,69,70,78,82,84,80,71,89,88,81,79,77,88,81,76,72,71,5,4,3,4,0,0,0,0,1,1,6,1,1,1,1,2,2,2,74,Anonymised,512.118,449.23296,1385.13496,1,1,249.83288192749,347.584617137909,97.751735210419,123.797855987549,381.71005596161,0,1,1,0,1,6001,0,30-44,1,0,1,0,0,37,6001,1,1,0,0,0,1,1,0,2,33.33,0,1,"",1,28,42.2,60,45,30.6,59.6,40.8,59.2,67.2,48.0666666666667,0,0,0,0,1,0,0,0,0,5,FALSE,FALSE,700,High,0.368421052631579
1353,,1729534410.50317,2024-10-21T18:13:30.503Z,,,335.061,1,,20,2,1,0,10,Anonymised,2,7,Idk,Not sure,Idk,Idk,Not sure,Idk,1,2,4,4,5,2,4,2,4,Wasp: correct,I don’t know: incorrect,Bee: incorrect,Wasp: incorrect,Bee: correct,Wasp: incorrect,1,4,1,3,4,3,3,5,2,3,1,3,2,2,2,9,1,1,2,1,2,3,2,1,2,1,,"",80,31,1,2,1,1,2,82,32,97,74,25,84,22,78,18,91,83,22,84,17,92,81,27,85,92,28,79,27,86,36,79,81,38,76,83,24,88,19,79,27,92,95,26,92,14,94,89,35,95,24,84,21,91,17,95,11,97,31,100,21,100,26,100,24,93,18,99,16,89,3,2,3,4,0,1,0,0,1,0,6,2,1,2,1,1,2,1,66,Anonymised,335.061,449.23296,1385.13496,0,1,88.0050890445709,155.099956035614,67.0948669910431,123.797855987549,381.71005596161,0,1,0,0,0,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,1,0,1,0,0,0,1,0,2,33.33,0,0,"",1,38,37.4,39,41.4,38.6,35.8,40.4,39.6,34.6,38.3111111111111,0,0,0,0,1,0,0,0,0,1,FALSE,FALSE,5.26,Normal,0.00276842105263158
1299,,1729534211.24678,2024-10-21T18:10:11.247Z,,,543.891,1,,31,2,1,0,1,Anonymised,5,2,Ant,Spider,Fly,Scary,Horrible,Gross,1,3,3,1,1,3,3,4,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Wasp: incorrect,Wasp: incorrect,4,3,1,3,3,3,3,3,3,3,1,4,4,1,1,0,2,3,3,3,3,3,3,3,3,3,1,"",50,57,2,2,2,2,2,50,50,50,50,50,56,67,58,50,61,65,57,59,60,59,56,57,56,59,56,43,57,56,60,60,50,58,55,56,63,55,60,37,58,63,69,26,65,39,50,50,56,54,57,60,57,60,63,57,61,61,61,60,56,57,58,50,63,50,50,50,50,50,5,4,4,4,1,1,1,0,1,1,2,1,1,1,1,1,1,2,78,Anonymised,543.891,449.23296,1385.13496,1,1,174.942440986633,297.427235126495,122.484794139862,123.797855987549,381.71005596161,0,1,0,0,1,1250.5,0,30-44,0,0,1,0,0,37,1250.5,0,1,0,0,1,1,0,0,2,33.33,1,0,I cannot afford to pay anything for this plan.,0,50,43.2,45.4,41.6,44.8,50.2,40,43.6,44.6,44.8222222222222,0,0,0,0,1,0,0,0,0,7,FALSE,FALSE,0,AlwaysTomorrow,0
